indiv_num,hplus,rgi,datdeb_m,datdeb,salred_lowess,sexe,age,ancentr,dep,dimanc,horaic,maisoc,pnai28,samedc,zus,nivet,empnbh,paiperc,paimerc,datdeb_q,naf10,etranger,urban,in_tepa,married
1,,2,2007m10,22oct2007,2297.4895,0,47,204,7,3,1,3,10,3,0,21,35,1,1,2007q4,BE,1,0,1,1
1,,6,2008m10,20oct2008,2214.4814,0,48,216,7,3,1,3,10,3,0,21,45,1,1,2008q4,BE,1,0,1,1
4,,1,2007m7,23jul2007,1531.9712,0,40,228,7,3,1,3,10,3,0,41,40,1,1,2007q3,RU,1,0,1,1
4,,2,2007m10,22oct2007,1543.2272,0,40,228,7,3,1,3,10,3,0,41,40,1,1,2007q4,RU,1,0,1,1
4,,3,2008m1,21jan2008,1558.3773,0,40,240,7,3,1,3,10,3,0,41,40,1,1,2008q1,RU,1,0,1,1
4,,4,2008m4,21apr2008,1570.2628,0,41,240,7,3,1,3,10,3,0,41,40,1,1,2008q2,RU,1,0,1,1
4,,5,2008m7,21jul2008,1577.4222,0,41,240,7,3,1,3,10,3,0,41,40,1,1,2008q3,RU,1,0,1,1
4,,6,2008m10,20oct2008,1582.3969,0,41,240,7,3,1,3,10,3,0,41,40,1,1,2008q4,RU,1,0,1,1
261,,1,2007m3,12mar2007,1642.0865,0,52,180,53,3,3,3,10,1,0,61,35,1,1,2007q1,GI,1,1,1,1
261,,2,2007m6,11jun2007,1646.3215,0,52,180,53,3,3,3,10,1,0,61,35,1,1,2007q2,GI,1,1,1,1
261,,3,2007m9,10sep2007,1653.2268,0,52,180,53,3,3,3,10,1,0,61,30,1,1,2007q3,GI,1,1,1,1
261,,4,2007m12,10dec2007,1657.4609,0,53,180,53,3,3,3,10,1,0,61,35,1,1,2007q4,GI,1,1,1,1
261,,5,2008m3,10mar2008,1659.2922,0,53,192,53,3,3,3,10,1,0,61,35,1,1,2008q1,GI,1,1,1,1
261,,6,2008m6,09jun2008,1661.298,0,53,192,53,3,3,3,10,1,0,61,35,1,1,2008q2,GI,1,1,1,1
262,,5,2008m3,10mar2008,1842.6793,1,43,216,53,3,3,3,10,3,0,52,35,1,1,2008q1,BE,1,1,1,1
263,30,1,2007m3,12mar2007,1521.8521,0,40,34,53,2,3,3,10,1,0,52,36.45,1,1,2007q1,GI,1,1,1,1
263,,6,2008m6,09jun2008,1575.3767,0,41,49,53,2,3,3,10,1,0,52,19,1,1,2008q2,GI,1,1,1,1
265,,1,2007m3,12mar2007,1695.9471,1,44,30,53,3,1,3,10,1,0,41,48,1,1,2007q1,KZ,1,1,1,1
265,,2,2007m6,11jun2007,2503.5132,1,44,33,53,3,1,3,10,1,0,32,42,1,1,2007q2,KZ,1,1,1,1
265,,3,2007m9,10sep2007,2478.7969,1,44,36,53,3,1,3,10,1,0,32,45,1,1,2007q3,KZ,1,1,1,1
265,,6,2008m6,09jun2008,2746.4182,1,45,45,53,3,1,3,10,1,0,32,45,1,1,2008q2,KZ,1,1,1,1
269,,5,2008m3,10mar2008,1860.7554,1,41,252,53,3,1,3,10,1,0,52,35,1,1,2008q1,GI,1,1,1,1
319,,6,2008m5,05may2008,1319.6553,0,39,12,83,3,1,3,10,1,0,52,29,4,4,2008q2,GI,1,1,1,0
340,,1,2007m2,05feb2007,2448.6743,1,26,36,83,3,1,3,10,3,0,21,42,1,1,2007q1,GI,1,1,1,0
340,,2,2007m5,07may2007,2469.9065,1,26,39,83,3,1,3,10,3,0,21,32,1,1,2007q2,GI,1,1,1,0
340,37.3,3,2007m8,06aug2007,2489.3962,1,26,42,83,3,1,3,10,3,0,21,42,1,1,2007q3,GI,1,1,1,0
340,35,4,2007m11,05nov2007,2504.4187,1,27,45,83,3,1,3,10,3,0,21,42,1,1,2007q4,GI,1,1,1,0
340,35,5,2008m2,04feb2008,2517.6482,1,27,48,83,3,1,3,10,3,0,21,39,1,1,2008q1,GI,1,1,1,0
344,,1,2007m2,05feb2007,1488.3335,0,36,5,83,3,1,3,10,3,0,52,30,6,6,2007q1,RU,1,1,1,1
344,,2,2007m5,07may2007,,0,36,8,83,3,1,3,10,3,0,52,37,6,6,2007q2,RU,1,1,1,1
344,,3,2007m8,06aug2007,1507.7927,0,36,11,83,3,1,3,10,3,0,52,37.3,6,6,2007q3,RU,1,1,1,1
344,,4,2007m11,05nov2007,1511.8191,0,37,14,83,3,1,3,10,3,0,52,37.3,6,6,2007q4,RU,1,1,1,1
344,,5,2008m2,04feb2008,1495.9486,0,37,17,83,3,1,3,10,3,0,52,37.3,6,6,2008q1,GI,1,1,1,1
344,,6,2008m5,05may2008,1319.6553,0,37,20,83,3,1,3,10,3,0,52,37.3,6,6,2008q2,GI,1,1,1,0
368,50,1,2007m2,05feb2007,1460.7266,1,33,0,83,3,1,3,11,1,0,61,45,6,6,2007q1,GI,3,1,1,1
368,50,2,2007m5,07may2007,1439.1669,1,33,3,83,3,1,3,11,1,0,61,35,6,6,2007q2,GI,3,1,1,1
368,,3,2007m8,06aug2007,1497.9318,1,33,6,83,3,1,3,11,1,0,61,49,6,6,2007q3,GI,3,1,1,1
368,50,4,2007m11,05nov2007,1506.9063,1,33,9,83,3,1,3,11,1,0,61,45,6,6,2007q4,GI,3,1,1,1
368,50,5,2008m2,04feb2008,1522.6169,1,34,12,83,3,1,3,11,1,0,61,55,6,6,2008q1,GI,3,1,1,1
368,50,6,2008m5,05may2008,1536.3245,1,34,15,83,3,1,3,11,1,0,61,37,6,6,2008q2,GI,3,1,1,1
415,,2,2007m8,06aug2007,2073.4246,0,27,9,35,1,3,3,10,1,0,21,46,1,1,2007q3,RU,1,1,1,0
417,,1,2007m5,07may2007,1526.468,0,39,96,35,3,3,3,10,1,0,43,28,1,1,2007q2,GI,1,1,1,1
417,,2,2007m8,06aug2007,1535.0696,0,40,96,35,3,3,3,10,1,0,43,35,1,1,2007q3,GI,1,1,1,1
417,,3,2007m11,05nov2007,1548.2273,0,40,96,35,3,3,3,10,1,0,43,32,1,1,2007q4,GI,1,1,1,1
417,,4,2008m2,04feb2008,1562.8813,0,40,108,35,3,3,3,10,1,0,43,35,1,1,2008q1,GI,1,1,1,1
417,,5,2008m5,05may2008,1573.0623,0,40,108,35,3,3,3,10,1,0,43,26,1,1,2008q2,GI,1,1,1,1
420,,1,2007m5,07may2007,1769.3644,1,42,240,35,3,1,3,10,3,0,42,23,1,1,2007q2,BE,1,1,1,1
421,,1,2007m5,07may2007,2804.2122,0,38,2,35,3,1,3,10,3,0,21,27,1,1,2007q2,GI,1,1,1,1
421,,2,2007m8,06aug2007,,0,39,5,35,3,1,3,10,3,0,21,37.3,1,1,2007q3,GI,1,1,1,1
421,,3,2007m11,05nov2007,,0,39,8,35,3,1,3,10,3,0,21,39,1,1,2007q4,GI,1,1,1,1
421,,4,2008m2,04feb2008,,0,39,11,35,3,1,3,10,3,0,21,43,1,1,2008q1,GI,1,1,1,1
421,,5,2008m5,05may2008,,0,39,14,35,3,1,3,10,3,0,21,11,1,1,2008q2,GI,1,1,1,1
421,,6,2008m8,04aug2008,1665.5411,0,40,17,35,3,1,3,10,3,0,21,39,1,1,2008q3,GI,1,1,1,1
433,,1,2007m9,03sep2007,2003.411,1,53,372,2.1,3,1,3,10,1,0,61,6,1,1,2007q3,MN,1,0,1,1
433,,2,2007m12,03dec2007,2027.302,1,54,372,2.1,3,1,3,10,1,0,61,35,1,1,2007q4,MN,1,0,1,1
433,,3,2008m3,03mar2008,2042.2332,1,54,384,2.1,3,1,3,10,1,0,61,38,1,1,2008q1,GI,1,0,1,1
433,,4,2008m6,02jun2008,2048.8772,1,54,384,2.1,3,1,3,10,1,0,61,35,1,1,2008q2,GI,1,0,1,1
433,,5,2008m9,01sep2008,2058.4436,1,54,384,2.1,3,1,3,10,1,0,61,35,1,1,2008q3,GI,1,0,1,1
433,,6,2008m12,01dec2008,2161.8899,1,55,384,2.1,3,1,3,10,1,0,61,35,1,1,2008q4,GI,1,0,1,1
599,,3,2007m1,22jan2007,2611.8215,1,34,27,59,3,1,3,10,3,0,21,45,1,1,2007q1,MN,1,1,1,1
609,,1,2006m7,24jul2006,2383.4927,0,50,360,59,3,1,3,10,3,0,32,52,1,1,2006q3,LZ,1,1,1,0
609,,2,2006m10,23oct2006,2395.7437,0,50,360,59,3,1,3,10,3,0,32,52,1,1,2006q4,LZ,1,1,1,0
609,,3,2007m1,22jan2007,2409.5051,0,50,372,59,3,1,3,10,3,0,32,50,1,1,2007q1,LZ,1,1,1,0
609,,6,2007m10,22oct2007,2377.0166,0,51,372,59,3,1,3,10,3,0,32,50,1,1,2007q4,LZ,1,1,1,0
614,50,1,2006m7,24jul2006,2292.2698,0,57,192,59,3,1,1,10,3,0,33,40,1,5,2006q3,BE,1,1,1,0
614,,2,2006m10,23oct2006,,0,57,192,59,3,1,1,10,3,0,33,30,1,5,2006q4,BE,1,1,1,0
614,,3,2007m1,22jan2007,,0,58,204,59,3,1,2,10,3,0,33,28,1,5,2007q1,BE,1,1,1,0
614,,4,2007m4,23apr2007,,0,58,204,59,3,1,2,10,3,0,33,35,1,5,2007q2,BE,1,1,1,0
614,,6,2007m10,22oct2007,2743.5166,0,58,204,59,3,1,2,10,3,0,33,35,1,5,2007q4,BE,1,1,1,0
616,,1,2006m7,24jul2006,1769.1394,0,59,264,59,3,1,3,24,3,0,52,30,3,3,2006q3,GI,3,1,1,0
616,,2,2006m10,23oct2006,1734.8986,0,59,264,59,3,1,3,24,3,0,52,35,3,3,2006q4,GI,3,1,1,0
616,,3,2007m1,22jan2007,1710.5557,0,60,276,59,3,1,3,24,3,0,52,28,3,3,2007q1,GI,3,1,1,0
616,,4,2007m4,23apr2007,1728.891,0,60,276,59,3,1,3,24,3,0,52,35,3,3,2007q2,GI,3,1,1,1
616,,5,2007m7,23jul2007,1712.9783,0,60,276,59,3,1,3,24,3,0,52,35,3,3,2007q3,GI,3,1,1,1
621,,1,2006m7,24jul2006,4064.7615,1,48,192,59,3,1,3,10,3,0,21,45,1,1,2006q3,MN,1,1,1,1
621,,2,2006m10,23oct2006,4017.5403,1,48,192,59,3,1,3,10,3,0,21,45,1,1,2006q4,MN,1,1,1,1
621,,3,2007m1,22jan2007,3998.7874,1,48,204,59,3,1,3,10,3,0,21,25,1,1,2007q1,MN,1,1,1,1
621,,4,2007m4,23apr2007,4030.3474,1,48,204,59,3,1,3,10,3,0,21,25,1,1,2007q2,MN,1,1,1,1
638,,4,2007m12,10dec2007,,0,50,7,56,3,3,3,10,3,0,61,45,1,1,2007q4,GI,1,1,1,0
638,,6,2008m6,09jun2008,1402.2605,0,50,13,56,3,3,3,10,3,0,61,43,1,1,2008q2,GI,1,1,1,0
702,,3,2007m4,09apr2007,1977.127,1,54,396,30,3,1,3,10,3,0,61,35,1,1,2007q2,BE,1,1,1,1
702,,4,2007m7,09jul2007,1995.0577,1,54,396,30,3,1,3,10,3,0,61,35,1,1,2007q3,BE,1,1,1,1
703,,2,2007m1,08jan2007,2110.1851,0,54,132,30,3,1,3,10,1,0,32,35,1,1,2007q1,KZ,1,1,1,1
703,,3,2007m4,09apr2007,,0,55,132,30,3,1,3,10,1,0,32,35,1,1,2007q2,KZ,1,1,1,1
703,,4,2007m7,09jul2007,2429.8643,0,55,132,30,3,1,3,10,1,0,32,35,1,1,2007q3,KZ,1,1,1,1
703,,5,2007m10,08oct2007,2372.8828,0,55,132,30,3,1,3,10,1,0,32,35,1,1,2007q4,KZ,1,1,1,1
703,,6,2008m1,07jan2008,2244.7009,0,55,144,30,3,1,3,10,1,0,32,35,1,1,2008q1,KZ,1,1,1,1
715,,3,2007m9,10sep2007,1866.9304,1,48,228,53,3,1,3,10,3,0,52,50,1,1,2007q3,FZ,1,1,1,1
715,,5,2008m3,10mar2008,1909.6777,1,48,240,53,3,1,3,10,3,0,52,50,1,1,2008q1,FZ,1,1,1,1
716,38,1,2007m3,12mar2007,1210.5626,0,34,16,53,3,1,3,10,3,0,52,35,1,1,2007q1,MN,1,1,1,1
716,,3,2007m9,10sep2007,1566.2991,0,34,22,53,3,1,3,10,3,0,52,35,1,1,2007q3,MN,1,1,1,1
716,,4,2007m12,10dec2007,,0,34,25,53,3,1,3,10,3,0,52,35,1,1,2007q4,MN,1,1,1,1
716,,5,2008m3,10mar2008,1336.1705,0,35,28,53,3,1,3,10,3,0,52,35,1,1,2008q1,MN,1,1,1,1
716,39,6,2008m6,09jun2008,1575.3767,0,35,31,53,3,1,3,10,3,0,52,35,1,1,2008q2,MN,1,1,1,1
723,,1,2007m3,12mar2007,1631.8025,1,37,180,53,3,1,3,10,3,0,52,39,1,1,2007q1,FZ,1,1,1,1
723,,2,2007m6,11jun2007,1651.963,1,37,180,53,3,1,3,10,3,0,52,42,1,1,2007q2,FZ,1,1,1,1
723,,3,2007m9,10sep2007,1674.8845,1,38,180,53,3,1,3,10,3,0,52,39,1,1,2007q3,FZ,1,1,1,1
723,,4,2007m12,10dec2007,1697.5822,1,38,180,53,3,1,3,10,3,0,52,39,1,1,2007q4,FZ,1,1,1,1
723,,5,2008m3,10mar2008,1720.84,1,38,192,53,3,1,3,10,3,0,52,39,1,1,2008q1,FZ,1,1,1,1
723,,6,2008m6,09jun2008,1746.1787,1,38,192,53,3,1,3,10,3,0,52,39,1,1,2008q2,FZ,1,1,1,1
810,39,3,2007m11,05nov2007,1602.2374,1,34,41,35,3,1,3,10,3,0,43,37,1,1,2007q4,MN,1,1,1,1
810,,4,2008m2,04feb2008,1604.6034,1,34,44,35,3,1,3,10,3,0,43,39.3,1,1,2008q1,MN,1,1,1,1
810,,5,2008m5,05may2008,1861.8624,1,35,47,35,3,1,3,10,3,0,43,24,1,1,2008q2,MN,1,1,1,1
812,,1,2007m5,07may2007,1845.4211,1,29,44,35,3,3,2,10,2,0,32,35,1,1,2007q2,KZ,1,1,1,0
812,,3,2007m11,05nov2007,1850.2255,1,30,50,35,3,3,2,10,2,0,32,50,1,1,2007q4,KZ,1,1,1,0
812,,4,2008m2,04feb2008,1839.0618,1,30,53,35,3,3,2,10,2,0,32,50,1,1,2008q1,KZ,1,1,1,0
813,,3,2007m11,05nov2007,1396.0305,0,29,132,35,3,1,3,10,1,0,52,35,1,1,2007q4,GI,1,1,1,0
813,,4,2008m2,04feb2008,1425.9479,0,29,144,35,3,1,3,10,1,0,52,35,1,1,2008q1,GI,1,1,1,0
813,,5,2008m5,05may2008,1449.3578,0,29,144,35,3,1,3,10,1,0,52,28,1,1,2008q2,GI,1,1,1,0
1018,,1,2006m7,03jul2006,1626.8149,0,46,336,50,3,1,3,10,3,0,42,35,1,1,2006q3,KZ,1,1,1,1
1018,,3,2007m1,01jan2007,1639.6696,0,47,348,50,3,1,3,10,3,0,42,21,1,1,2007q1,KZ,1,1,1,1
1018,,6,2007m10,01oct2007,1655.1333,0,48,348,50,3,1,3,10,3,0,42,35,1,1,2007q4,KZ,1,1,1,1
1035,,1,2006m7,03jul2006,2831.0964,1,46,276,50,2,1,3,10,2,0,32,42,1,1,2006q3,BE,1,1,1,1
1035,,2,2006m10,02oct2006,2881.7996,1,47,276,50,2,1,3,10,2,0,32,50,1,1,2006q4,BE,1,1,1,1
1035,,3,2007m1,01jan2007,2927.5186,1,47,288,50,2,1,3,10,2,0,32,38,1,1,2007q1,BE,1,1,1,1
1035,,4,2007m4,02apr2007,2950.3499,1,47,288,50,2,1,3,10,2,0,32,48,1,1,2007q2,BE,1,1,1,1
1035,,5,2007m7,02jul2007,2969.0823,1,47,288,50,2,1,3,10,2,0,32,55,1,1,2007q3,BE,1,1,1,1
1035,,6,2007m10,01oct2007,3001.9097,1,48,288,50,2,1,3,10,2,0,32,45,1,1,2007q4,BE,1,1,1,1
1039,,1,2006m7,24jul2006,3994.1802,1,58,108,59,3,1,3,10,3,0,22,37,1,1,2006q3,KZ,1,1,1,1
1039,,2,2006m10,23oct2006,4046.3889,1,58,108,59,3,1,3,10,3,0,22,37,1,1,2006q4,KZ,1,1,1,1
1039,,3,2007m1,22jan2007,4204.7515,1,58,120,59,3,1,3,10,3,0,22,30,1,1,2007q1,KZ,1,1,1,1
1039,,4,2007m4,23apr2007,4387.314,1,58,120,59,3,1,3,10,3,0,22,37,1,1,2007q2,KZ,1,1,1,1
1039,,5,2007m7,23jul2007,4520.563,1,59,120,59,3,1,3,10,3,0,22,37,1,1,2007q3,KZ,1,1,1,1
1039,,6,2007m10,22oct2007,4620.4141,1,59,120,59,3,1,3,10,3,0,22,37,1,1,2007q4,KZ,1,1,1,1
1042,,2,2006m10,23oct2006,2920.4768,1,40,132,59,3,1,3,10,3,0,22,45,1,1,2006q4,GI,1,1,1,0
1042,,3,2007m1,22jan2007,2936.9722,1,40,144,59,3,1,3,10,3,0,22,43,1,1,2007q1,GI,1,1,1,0
1042,,5,2007m7,23jul2007,3088.4597,1,41,144,59,3,1,3,10,3,0,22,35,1,1,2007q3,GI,1,1,1,0
1042,45,6,2007m10,22oct2007,3149.7275,1,41,144,59,3,1,3,10,3,0,22,40,1,1,2007q4,GI,1,1,1,0
1043,,2,2006m10,23oct2006,2012.382,0,37,180,59,3,1,3,10,3,0,32,40,1,1,2006q4,GI,1,1,1,0
1043,,3,2007m1,22jan2007,2020.178,0,38,192,59,3,1,3,10,3,0,32,34,1,1,2007q1,GI,1,1,1,0
1043,,5,2007m7,23jul2007,1995.2693,0,38,192,59,3,1,3,10,3,0,32,40,1,1,2007q3,GI,1,1,1,0
1043,,6,2007m10,22oct2007,1986.8639,0,38,192,59,3,1,3,10,3,0,32,40,1,1,2007q4,GI,1,1,1,0
1044,45,1,2006m7,24jul2006,2097.8984,0,34,84,59,3,1,3,10,3,0,21,21,1,1,2006q3,KZ,1,1,1,0
1044,45,2,2006m10,23oct2006,2104.248,0,34,84,59,3,1,3,10,3,0,21,40,1,1,2006q4,KZ,1,1,1,0
1044,42,3,2007m1,22jan2007,2115.72,0,34,96,59,3,1,3,10,3,0,21,37,1,1,2007q1,KZ,1,1,1,0
1044,,5,2007m7,23jul2007,2145.9209,0,34,96,59,3,1,3,10,3,0,21,37,1,1,2007q3,KZ,1,1,1,0
1046,,2,2006m10,23oct2006,2829.103,1,34,132,59,3,1,2,10,3,0,22,55,1,1,2006q4,MN,1,1,1,1
1047,,6,2007m10,22oct2007,1551.9448,0,34,108,59,3,1,3,10,3,0,31,29,1,1,2007q4,GI,1,1,1,1
1049,55,2,2007m10,22oct2007,1785.9996,1,26,32,59,3,1,3,10,2,0,32,48,1,1,2007q4,BE,1,1,1,0
1053,,1,2006m7,24jul2006,2382.0933,0,34,36,59,3,1,3,14,3,0,21,44,7,7,2006q3,KZ,2,1,1,1
1053,,2,2006m10,23oct2006,2394.1189,0,34,39,59,3,1,3,14,3,0,21,32.3,7,7,2006q4,KZ,2,1,1,1
1053,,3,2007m1,22jan2007,2419.9978,0,34,42,59,3,1,3,14,3,0,21,39,7,7,2007q1,KZ,2,1,1,1
1053,,6,2007m10,22oct2007,3078.5789,0,35,51,59,3,1,3,14,3,0,21,39,7,7,2007q4,KZ,2,1,1,1
1058,45,2,2006m10,23oct2006,1711.0686,1,27,7,59,3,1,3,10,1,0,32,35,1,1,2006q4,KZ,1,1,1,0
1058,43,3,2007m1,22jan2007,1720.7594,1,27,10,59,3,1,3,10,1,0,32,35,1,1,2007q1,KZ,1,1,1,0
1058,,4,2007m4,23apr2007,1711.601,1,28,13,59,3,1,3,10,1,0,32,35,1,1,2007q2,KZ,1,1,1,0
1058,43,5,2007m7,23jul2007,1744.4336,1,28,16,59,3,1,3,10,1,0,32,35,1,1,2007q3,KZ,1,1,1,0
1058,42,6,2007m10,22oct2007,1788.1317,1,28,19,59,3,1,3,10,1,0,32,7.3,1,1,2007q4,KZ,1,1,1,0
1097,30,1,2007m3,12mar2007,2158.9343,1,56,288,56,3,1,3,10,1,0,52,49,1,1,2007q1,GI,1,1,1,1
1097,30,3,2007m9,10sep2007,2129.3613,1,56,288,56,3,1,3,10,1,0,52,48.3,1,1,2007q3,GI,1,1,1,1
1324,50,1,2007m5,07may2007,1769.3644,1,37,96,35,3,2,1,10,2,0,52,31,1,1,2007q2,BE,1,1,1,1
1324,44,3,2007m11,05nov2007,1820.0049,1,37,96,35,3,2,1,10,2,0,52,39,1,1,2007q4,BE,1,1,1,1
1324,44,4,2008m2,04feb2008,1837.1315,1,38,108,35,3,2,1,10,2,0,52,39,1,1,2008q1,BE,1,1,1,1
1324,49,5,2008m5,05may2008,1853.459,1,38,108,35,3,2,1,10,2,0,52,32,1,1,2008q2,BE,1,1,1,1
1331,,1,2007m4,30apr2007,2522.72,1,40,180,57,2,3,3,10,2,0,32,16,1,1,2007q2,BE,1,1,1,1
1331,,2,2007m7,30jul2007,2535.6987,1,40,180,57,2,3,3,10,2,0,32,35,1,1,2007q3,BE,1,1,1,1
1331,,3,2007m10,29oct2007,2535.8892,1,40,180,57,2,3,3,10,2,0,32,40,1,1,2007q4,BE,1,1,1,1
1331,,4,2008m1,28jan2008,2532.1641,1,40,192,57,2,3,3,10,2,0,32,40,1,1,2008q1,BE,1,1,1,1
1331,,5,2008m4,28apr2008,2533.2131,1,41,192,57,2,3,3,10,2,0,32,40,1,1,2008q2,BE,1,1,1,1
1398,,1,2007m9,24sep2007,3036.5068,0,45,156,35,2,3,3,10,1,0,21,40,1,1,2007q3,GI,1,1,1,0
1398,,2,2007m12,24dec2007,2989.6108,0,45,156,35,2,3,3,10,1,0,21,28,1,1,2007q4,GI,1,1,1,0
1398,,3,2008m3,24mar2008,2949.7949,0,45,168,35,2,3,3,10,1,0,21,35,1,1,2008q1,GI,1,1,1,0
1398,,4,2008m6,23jun2008,2950.5708,0,45,168,35,2,3,3,10,1,0,21,35,1,1,2008q2,GI,1,1,1,0
1398,,5,2008m9,22sep2008,2963.2151,0,46,168,35,2,3,3,10,1,0,21,35,1,1,2008q3,GI,1,1,1,0
1398,,6,2008m12,22dec2008,2944.156,0,46,168,35,2,3,3,10,1,0,21,30,1,1,2008q4,GI,1,1,1,0
1403,,1,2007m9,24sep2007,3130.0737,1,41,156,35,2,3,3,10,2,0,21,35,1,1,2007q3,MN,1,1,1,0
1403,,3,2008m9,22sep2008,3280.0757,1,42,168,35,2,3,3,10,2,0,21,35,1,1,2008q3,MN,1,1,1,0
1403,,4,2008m12,22dec2008,3270.4785,1,42,168,35,2,3,3,10,2,0,21,25,1,1,2008q4,MN,1,1,1,0
1429,40,6,2008m10,27oct2008,1543.1407,1,33,,84,3,2,3,10,3,0,52,35,1,1,2008q4,BE,1,1,1,0
1556,,1,2006m7,03jul2006,1838.7313,1,53,252,50,3,1,3,10,3,0,52,35,1,1,2006q3,BE,1,1,1,0
1556,,2,2006m10,02oct2006,1853.3962,1,53,252,50,3,1,3,10,3,0,52,35,1,1,2006q4,BE,1,1,1,0
1556,,3,2007m1,01jan2007,1864.5304,1,53,264,50,3,1,3,10,3,0,52,21,1,1,2007q1,BE,1,1,1,0
1556,,4,2007m4,02apr2007,1887.6887,1,54,264,50,3,1,3,10,3,0,52,35,1,1,2007q2,BE,1,1,1,0
1556,,5,2007m7,02jul2007,1948.1549,1,54,264,50,3,1,3,10,3,0,52,35,1,1,2007q3,BE,1,1,1,0
1556,,6,2007m10,01oct2007,2026.795,1,54,264,50,3,1,3,10,3,0,52,35,1,1,2007q4,BE,1,1,1,0
1583,,2,2007m1,22jan2007,1679.5135,1,38,216,59,3,1,3,10,3,0,52,27.3,1,1,2007q1,GI,1,1,1,0
1583,,5,2007m10,22oct2007,1704.1864,1,39,216,59,3,1,3,10,3,0,52,14,1,1,2007q4,GI,1,1,1,0
1585,,1,2006m7,24jul2006,1769.1394,0,60,444,59,3,1,3,10,3,0,52,35,1,1,2006q3,KZ,1,1,1,0
1585,,2,2006m10,23oct2006,1734.8986,0,60,444,59,3,1,3,10,3,0,52,31,1,1,2006q4,KZ,1,1,1,0
1585,,3,2007m1,22jan2007,1710.5557,0,60,456,59,3,1,3,10,3,0,52,35,1,1,2007q1,KZ,1,1,1,0
1585,,4,2007m4,23apr2007,1708.36,0,60,456,59,3,1,3,10,3,0,52,35,1,1,2007q2,KZ,1,1,1,0
1585,,6,2007m10,22oct2007,1723.1157,0,61,456,59,3,1,3,10,3,0,52,35,1,1,2007q4,KZ,1,1,1,0
1753,,1,2007m4,02apr2007,1954.4485,1,52,384,17,2,1,3,10,2,0,52,35,1,1,2007q2,GI,1,0,1,1
1753,,2,2007m7,02jul2007,1984.3733,1,52,384,17,2,1,3,10,2,0,52,37,1,1,2007q3,GI,1,0,1,1
1753,,3,2007m10,01oct2007,2012.1155,1,53,384,17,2,1,3,10,2,0,52,38,1,1,2007q4,GI,1,0,1,1
1753,,4,2007m12,31dec2007,2027.302,1,53,396,17,2,1,3,10,2,0,52,21,1,1,2008q1,GI,1,0,1,1
1753,,5,2008m3,31mar2008,2042.2332,1,53,396,17,2,1,3,10,2,0,52,37,1,1,2008q2,GI,1,0,1,1
1753,,6,2008m6,30jun2008,2048.8772,1,53,396,17,2,1,3,10,2,0,52,57,1,1,2008q3,GI,1,0,1,1
1763,,1,2007m4,02apr2007,1558.0729,1,32,84,17,3,1,3,10,3,0,43,36,1,1,2007q2,FZ,1,0,1,1
1763,,2,2007m7,02jul2007,1649.1997,1,32,2,17,3,1,3,10,3,0,43,40,1,1,2007q3,FZ,1,0,1,1
1763,,3,2007m10,01oct2007,1380.7645,1,32,5,17,3,1,3,10,3,0,43,44,1,1,2007q4,FZ,1,0,1,1
1763,,4,2007m12,31dec2007,1396.5939,1,33,8,17,3,1,3,10,3,0,43,28,1,1,2008q1,FZ,1,0,1,1
1763,,6,2008m6,30jun2008,1602.803,1,33,14,17,3,1,3,10,3,0,43,44,1,1,2008q3,FZ,1,0,1,1
1765,,2,2007m7,02jul2007,1524.9525,1,32,2,17,3,1,3,10,3,0,52,45,1,1,2007q3,BE,1,0,1,1
1765,,3,2007m10,01oct2007,1408.723,1,32,1,17,3,1,3,10,3,0,52,39,1,1,2007q4,MN,1,0,1,1
1765,,4,2007m12,31dec2007,1439.0479,1,32,4,17,3,1,3,10,3,0,52,23,1,1,2008q1,MN,1,0,1,1
1850,,1,2007m5,07may2007,4053.6072,1,37,84,35,3,1,3,10,3,0,21,42,1,1,2007q2,BE,1,1,1,1
1850,,2,2007m8,06aug2007,4063.354,1,37,84,35,3,1,3,10,3,0,21,39,1,1,2007q3,BE,1,1,1,1
1850,,4,2008m2,04feb2008,4028.4353,1,38,96,35,3,1,3,10,3,0,21,43,1,1,2008q1,MN,1,1,1,1
1850,,5,2008m5,05may2008,4012.0349,1,38,96,35,3,1,3,10,3,0,21,31.3,1,1,2008q2,BE,1,1,1,1
2013,40,1,2006m12,11dec2006,1531.3571,1,29,44,71,3,2,3,11,1,0,61,35,6,6,2006q4,BE,3,1,1,1
2013,40,3,2007m6,11jun2007,1550.7716,1,30,50,71,3,2,3,11,1,0,61,35,6,6,2007q2,BE,3,1,1,1
2013,,4,2007m9,10sep2007,1566.0038,1,30,53,71,3,2,3,11,1,0,61,35,6,6,2007q3,BE,3,1,1,1
2013,,5,2007m12,10dec2007,1581.9697,1,30,56,71,3,2,3,11,1,0,61,32,6,6,2007q4,BE,3,1,1,1
2023,40,1,2006m12,11dec2006,1315.7139,1,27,26,71,3,1,3,10,3,0,52,36,8,8,2006q4,GI,2,1,1,1
2023,40,2,2007m3,12mar2007,1339.5093,1,27,29,71,3,1,3,10,3,0,52,36,8,8,2007q1,GI,2,1,1,1
2023,,3,2007m6,11jun2007,1598.265,1,27,32,71,3,1,3,10,3,0,52,36,8,8,2007q2,GI,2,1,1,1
2023,,4,2007m9,10sep2007,1602.6245,1,27,35,71,3,1,3,10,3,0,52,36,8,8,2007q3,GI,2,1,1,1
